编号,原始案号,预备,未遂,中止,较大,巨大,特别巨大,凶器,多次,流窜,扒窃,入户,系自首,立功,系坦白,如实供述,自愿认罪,认罪认罚,累犯,前科,未成年,老年人,残疾,精神病,谅解,和解,赔偿,黑恶势力,灾害,性别,学历,就业状况,法官性别,法官原始刑期,预测刑期1,预测刑期2,刑期差值1,刑期差值2,刑期差值3,slope_judge,slope_machine1,法官姓名编码
68308,132725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,72,15.41,17.19,56.59,54.81,-1.78,-0.167405970042379,-0.507844406509964,1048.0
68309,302882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,12,9.72,9.88,2.28,2.12,-0.17,-0.830834478166544,-0.699738728879449,5647.0
68310,80831,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,4,5.97,6.16,1.97,2.16,-0.18,-0.416631532619083,-0.349344947059083,12873.0
68311,300134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,1,1,5,8.08,8.38,3.08,3.38,-0.29,8.04693122059397e-05,-0.0278489136283429,5063.0
68312,219771,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,6,5.05,4.42,0.95,1.58,0.63,-0.473879102603772,-0.537808245384019,14433.0
68313,168754,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,1,1,8,8.93,9.08,0.93,1.08,-0.15,-0.135264986367656,-0.0365324031374215,7723.0
68314,213900,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,10.78,11.87,3.78,4.87,-1.09,0.697680827127273,-0.358771011389449,11608.0
68315,116906,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,6,6.5,6.77,0.5,0.77,-0.28,0.0162399414839178,0.0232363474503296,
68316,84977,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,6,9.12,9.31,3.12,3.31,-0.19,0.286570321663443,-0.174645150667762,6851.0
68317,13536,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,8,1,1,6,11.95,11.61,5.95,5.61,0.34,0.258011614698437,0.116713041499701,5290.0
68318,267651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,1,8,6.18,6.39,1.82,1.61,-0.21,-0.110099891257342,-0.271856508404985,9580.0
68319,43095,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,9,10.58,10.44,1.58,1.44,0.14,-0.243156761802359,-0.377246471106369,16259.0
68320,44606,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,9,7.83,8.15,1.17,0.85,-0.32,-0.170232093373985,-0.0826225431595958,8321.0
68321,245333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,12.32,13.96,2.32,3.96,-1.64,-0.130469189031656,-0.0427770313168517,10361.0
68322,204922,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,12,11.0,10.65,1.0,1.35,0.35,-0.190077756870685,-0.142853052544557,13943.0
68324,102290,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,3,6.43,6.45,3.43,3.45,-0.03,-0.523017946688492,-0.360437351121373,6096.0
68325,229427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,4.36,3.82,1.36,0.82,0.54,-0.748829409561581,-0.701305597877138,14149.0
68326,144127,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,2,6,10.36,10.96,4.36,4.96,-0.6,-0.319951520969906,-0.0154683714973846,
68327,37193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,3,0,2,11,10.5,10.58,0.5,0.42,-0.09,-0.374179860506661,-0.367731359658882,12026.0
68328,137067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,4,6.62,6.15,2.62,2.15,0.47,-0.206988269923956,-0.0717354284680274,5091.0
68329,97079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,12,9.3,9.6,2.7,2.4,-0.3,-0.467003087750777,-0.384485356093498,7046.0
68330,166276,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8,11.36,11.36,3.36,3.36,0.0,-0.28882887359333,-0.541672788298464,6116.0
68331,183297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,7,5.72,5.84,1.28,1.16,-0.13,-0.24609385302594,-0.319372166373863,12938.0
68332,226186,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,1,2,36,23.06,24.36,12.94,11.64,-1.29,-0.0230870473907232,0.333415729300603,12031.0
68333,128902,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,54,52.05,50.49,1.95,3.51,1.56,-0.361393803680564,-0.358799234507976,15232.0
68334,108426,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,8,9.99,9.51,1.99,1.51,0.49,-0.133716170545707,0.0115770484446946,4670.0
68335,56130,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,0,12,10.55,10.71,1.45,1.29,-0.17,-0.707848341365968,-0.6093105571753,2907.0
68336,99196,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,1,0,2,4.54,4.78,2.54,2.78,-0.24,-0.0100291043435532,0.0651327381187978,17153.0
68337,76093,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,6,5.99,6.04,0.01,0.04,-0.06,0.311544477718357,0.310394607925374,3966.0
68338,4554,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,11,10.41,10.52,0.59,0.48,-0.1,-0.537264524184016,-0.535263813307407,5706.0
68339,286926,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,14,13.26,13.25,0.74,0.75,0.0,-0.0634527166654128,-0.0722098049106086,
68340,196295,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,8,1,0,6,6.25,6.68,0.25,0.68,-0.43,-0.311153424126632,-0.266243077208323,16540.0
68341,211926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,5,6.99,6.91,1.99,1.91,0.08,-0.0073794949383147,-0.021856407310556,14447.0
68342,144613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,8,7.94,8.25,0.06,0.25,-0.31,-0.107953562278998,-0.1149706137648,458.0
68343,60592,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,6,4.83,4.61,1.17,1.39,0.22,-0.440520751999942,-0.574087811611315,3462.0
68344,148544,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,6.11,6.55,1.11,1.55,-0.45,-0.443094968937043,-0.358431661100139,
68345,213751,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,22,6.35,5.49,15.65,16.51,0.86,0.0035507599374636,-0.331294726917262,15908.0
68346,298172,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,4,7.74,7.15,3.74,3.15,0.59,0.110180526172584,0.203145552134303,16624.0
68347,281102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,7,5.92,5.95,1.08,1.05,-0.03,-0.200483040890777,-0.422538832103576,12882.0
68348,45414,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,12,9.21,9.15,2.79,2.85,0.06,-0.789183757086554,-0.596871065333876,14288.0
68349,267753,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,45,32.38,30.92,12.62,14.08,1.46,-0.215417339300531,-0.126168059875283,
68350,148686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,13,8.69,8.97,4.31,4.03,-0.28,-0.55875128195942,-0.539922233183512,11893.0
68351,265049,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,2,5,10.0,9.78,5.0,4.78,0.22,-0.0963923874722786,0.21367933569824,
68352,74338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,5.16,5.18,2.16,2.18,-0.03,-0.523005999637511,-0.397246184103427,9196.0
68353,148309,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,2,1,0,7,6.43,6.81,0.57,0.19,-0.38,-0.501864846773805,-0.511725847562941,4325.0
68354,96726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,9,10.01,9.65,1.01,0.65,0.36,-0.43529282111242,-0.424536569631702,
68355,278598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,9,12.32,12.42,3.32,3.42,-0.1,-0.502261457068834,-0.754656933260042,
68356,212663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,6,5.38,5.35,0.62,0.65,0.04,-0.386304523372342,-0.420141274951973,12064.0
68357,39022,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,10,10.33,12.23,0.33,2.23,-1.9,0.314999601254001,0.290238276533904,16745.0
68358,306186,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,8,1,0,8,14.49,17.18,6.49,9.18,-2.69,-0.297156663648199,-0.262130568705834,
68359,56364,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,8,8.93,9.11,0.93,1.11,-0.19,-0.445323168295093,-0.544037316772559,1672.0
68360,227601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,13,15.21,15.47,2.21,2.47,-0.26,-0.719494305471683,-0.659421308537825,15894.0
68361,262543,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,7,6.25,6.52,0.75,0.48,-0.27,-0.162301339559851,-0.220007170641644,14177.0
68362,286246,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,18,11.7,12.02,6.3,5.98,-0.32,-0.723465762830647,-0.771820189961023,9105.0
68363,61387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,1,0,2,5.76,5.11,3.76,3.11,0.66,-0.175147459804454,-0.119019848622025,3445.0
68364,98942,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,9,11.17,12.11,2.17,3.11,-0.94,-0.389589346064852,-0.544115254227789,5158.0
68365,50400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,12,6.31,6.7,5.69,5.3,-0.4,0.127104651755328,0.198238946852126,12978.0
68366,129899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,6.5,6.83,1.5,1.83,-0.33,0.423515970327226,0.326719892399457,
68367,191683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,7.3,6.77,2.3,1.77,0.52,-0.547343055250844,-0.344844365808677,4438.0
68368,187250,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,1,1,6,8.87,8.51,2.87,2.51,0.36,0.28858941627719,-0.514155202619894,3202.0
68369,306612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,8,4.99,5.21,3.01,2.79,-0.22,-0.20391017062292,-0.634071652652045,5864.0
68370,75778,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,3,0,1,7,6.08,6.18,0.92,0.82,-0.1,-0.101282200055444,-0.23663506313633,4991.0
68371,117694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,2,1,1,2,8.66,8.51,6.66,6.51,0.14,0.381514649981684,-0.355534454092204,1532.0
68372,218296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,4,5.43,4.62,1.43,0.62,0.81,-0.461301751781909,-0.390361093920341,28.0
68373,181006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,5,1,1,8,6.1,6.55,1.9,1.45,-0.45,-0.257938536384144,-0.401646714483179,6059.0
68374,97650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,7,5.76,6.32,1.24,0.68,-0.56,-0.188729216308566,-0.298942807332242,7066.0
68375,249201,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,6,5.82,4.82,0.18,1.18,1.01,-0.204985228200573,-0.216814576359001,5491.0
68376,111762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,7,8.34,8.67,1.34,1.67,-0.33,-0.0130811051001493,-0.120620436435683,3218.0
68377,46483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,6,5.91,6.39,0.09,0.39,-0.48,-0.198578163815161,-0.203359341597822,
68378,175673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,2,30,13.07,12.5,16.93,17.5,0.57,0.0664207617430715,-0.0397761896939539,
68379,11108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,6.48,6.78,4.48,4.78,-0.3,-0.116447035061735,-0.144371508097471,10942.0
68380,302518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,1,10,11.34,10.97,1.34,0.97,0.37,-0.48024864028443,-0.52407549530087,5909.0
68381,50580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,6,7.47,7.66,1.47,1.66,-0.19,-0.0139225939971237,-0.103209769038791,13492.0
68382,192095,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,6,4.7,4.78,1.3,1.22,-0.09,-0.740982121298258,-0.95319424535141,13832.0
68383,84842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,8,4.77,4.92,3.23,3.08,-0.15,-0.104665121944671,-0.519223027730185,1394.0
68384,148165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,1,0,24,18.13,18.93,5.87,5.07,-0.8,-0.232655499206781,-0.402712473468847,4082.0
68385,114503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,9,8.38,8.8,0.62,0.2,-0.42,-0.0537567266336229,-0.106218886185941,10983.0
68386,114876,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8,7.99,7.93,0.01,0.07,0.06,-0.555446211312665,-0.55336785730025,233.0
68387,42321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10,9.74,9.48,0.26,0.52,0.26,-0.758789449861709,-0.723334256339292,1484.0
68388,26593,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,15.09,15.05,12.91,12.95,0.05,-0.191478963077031,-0.581027405800483,16649.0
68389,288543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,7,8.34,8.64,1.34,1.64,-0.3,-0.241881100033279,-0.32227538121321,10213.0
68390,151939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,3,0,2,6,7.73,7.02,1.73,1.02,0.71,-0.118826008947718,-0.187504885203336,16342.0
68391,425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,6.08,6.25,2.08,2.25,-0.17,-0.375762304796466,-0.246951584306507,15453.0
68392,282411,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,4,5.47,5.46,1.47,1.46,0.01,-0.347182620892017,-0.24407359136091,14409.0
68393,208072,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,13,15.18,16.45,2.18,3.45,-1.27,-0.593314608710202,-0.583236097811072,12383.0
68394,71443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,6,5.26,5.56,0.74,0.44,-0.3,-0.304088291628687,-0.347585854336118,4095.0
68395,291489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,12,9.39,9.54,2.61,2.46,-0.15,-0.667784092939938,-0.559510033111716,3475.0
68396,269276,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,3,9.33,8.19,6.33,5.19,1.14,-0.473493644155025,-0.200978403751618,6834.0
68397,224382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,8,8.22,8.25,0.22,0.25,-0.02,-0.339670980835202,-0.360045769410504,
68398,171692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,6,5.13,5.57,0.87,0.43,-0.44,-0.572082300467873,-0.614910311477897,15186.0
68399,90250,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,10,9.66,9.62,0.34,0.38,0.04,0.105511757037675,0.112001193868045,16390.0
68400,245438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,7,8.28,8.22,1.28,1.22,0.06,-0.100580984784563,-0.0437782519129425,11899.0
68401,110577,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,10,8.8,9.2,1.2,0.8,-0.4,-0.604165412317022,-0.442612112163506,11503.0
68402,206383,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,14,11.53,11.64,2.47,2.36,-0.11,-0.786978967773709,-0.746696770889371,14373.0
68403,76898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,0,3,4.87,4.96,1.87,1.96,-0.09,-0.209081790915187,-0.0985346617077944,14498.0
68404,8272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,1,6,6.03,6.38,0.03,0.38,-0.35,-0.0220971579606637,-0.0216610808523029,14953.0
68405,23678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,6,9.53,9.07,3.53,3.07,0.46,0.361842820480977,-0.665291025752897,661.0
68406,201014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,4,6.21,6.27,2.21,2.27,-0.06,-0.363927763999868,-0.236230980809008,1973.0
68407,29044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,7,6.45,6.9,0.55,0.1,-0.45,-0.100580984784563,-0.107727032784572,
68408,112533,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,11,13.26,12.97,2.26,1.97,0.29,0.244976681337899,0.225788381184987,
68409,212219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,8,8.61,8.89,0.61,0.89,-0.27,-0.240897754156478,-0.259803285911149,3847.0
68410,93419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5.93,5.28,2.93,2.28,0.65,-0.437552737650843,-0.417023046367877,1017.0
68411,56953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,8,6.96,6.92,1.04,1.08,0.03,-0.13297160700518,-0.0740997743408117,15358.0
68412,120027,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,16,18.05,17.62,2.05,1.62,0.43,-0.0861381766480094,-0.069235320138959,6987.0
68413,228833,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,10,7.83,7.49,2.17,2.51,0.35,-0.483831029701676,-0.388254870487741,9787.0
68414,215764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,4,1,0,30,19.74,19.59,10.26,10.41,0.15,0.0869221885585847,-0.0324426977667067,11766.0
68415,53238,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,5,1,0,7,6.42,5.84,0.58,1.16,0.59,-0.188729216308566,-0.242020750188942,11219.0
68416,297421,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,1,0,6,7.42,7.64,1.42,1.64,-0.22,0.185232698681857,-0.149829892994878,14860.0
68417,79762,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,12,8.72,9.23,3.28,2.77,-0.51,0.168666809083305,0.0600475732743645,3055.0
68418,149586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,5.19,5.75,0.81,0.25,-0.55,-0.432332880308335,-0.484154798262465,11242.0
68419,112601,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,6,1,1,11,12.75,12.19,1.75,1.19,0.56,-0.632639694022463,-0.629928943692709,1052.0
68420,278515,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,5,8.43,8.68,3.43,3.68,-0.25,-0.312520968733229,-0.16210304306725,5784.0
68421,194229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,6.19,6.45,2.19,2.45,-0.26,-0.286130896076178,-0.239811240928238,7807.0
68422,16198,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,1,0,8,9.12,9.26,1.12,1.26,-0.15,-0.369447404757401,-0.489908851463712,8802.0
68423,184380,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,6,6.05,6.54,0.05,0.54,-0.49,-0.0529160140356949,-0.0490191029933331,7863.0
68424,85154,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,10,18.2,17.51,8.2,7.51,0.69,-0.525541823890015,-0.588809377452856,7053.0
68425,15902,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,6.18,6.63,1.18,1.63,-0.45,-0.389341700883439,-0.304067814542344,11069.0
68426,173239,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,33,13.49,13.24,19.51,19.76,0.25,-0.197753922787892,-0.643930636952711,2676.0
68427,252520,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,18,17.21,17.31,0.79,0.69,-0.1,-0.303816142150513,-0.325365731076684,15387.0
